0.000000000000000000e+00,4.807398560362276529e-01,2.521455477006556700e-01,5.200804987707097204e-01,8.816879511610715980e-02,3.855866016192603940e-01,3.985601554429214488e-01,4.683034029411138333e-01,4.103876190027221371e-01,1.356840278618012541e-01,1.342076074427170362e-02,2.306584793649041898e-01,4.845560272108859756e-01,3.256830811474790699e-01,3.935882912021045898e-01,1.529529220015450330e-01,5.025094110523027346e-01,1.775684099527627402e-02,4.121963013332309300e-01,1.938008553639980480e-02,4.556716504130028378e-01,1.710289088892319453e-02,5.226464756891688879e-01,6.051135651282024686e-01,5.440682449328984038e-01,7.103595428554112523e-01,4.974014974477888318e-01,2.841852219510629940e-01,1.096096888643064704e-01,2.310462413990106989e-01,2.708735692851844679e-01,8.933012036685769597e-02,1.247430364176693729e-02,3.936879187327194107e-02,1.241451899459414671e-01,9.549130986899907747e-02,5.006800563444278179e-02,1.367060761902018640e-01,5.066221596224295132e-01,5.147536565000294662e-01,4.965336378221749669e-01,1.604898559679797665e-01,2.487870216166224446e-01,1.617865384257932693e-01,7.173147270880214643e-02,7.703541331925432001e-01,5.238821339842425484e-01,2.982274095851915607e-01,2.960932159286944199e-01,4.019803297813998033e-02,6.148265982326041323e-02,3.734274378720815468e-01,5.055320158873988223e-01,5.186272289578728323e-01,2.841372635788702028e-01,2.568377592759825689e-01,1.461210959133971143e-02,2.387036520455788624e-01,1.789243450421570403e-01,4.849451430713396793e-01,4.531552231772261741e-01,4.518292934243272052e-01,5.098224288828239192e-01,1.545915854911355247e-01,4.446425852859424710e-01,5.004917014474127290e-01,5.000487403369364703e-01,5.046961600840180751e-01,5.877699948930542595e-01,5.258574703828786667e-01,5.307506044051821803e-01,4.443202205903593605e-01,2.541413726914444893e-01,1.445911297491689063e-01,3.014565611752673124e-03,3.671396287047342666e-01
4.807398560362276529e-01,0.000000000000000000e+00,2.339083256771796182e-01,4.627066714359779342e-01,3.303395420348453904e-01,6.932487421233434199e-01,2.450976703999480921e-01,3.821848035177676239e-01,1.833935954053432515e-01,1.412381594201822521e-01,6.246186281296502163e-02,1.131397099591734678e-01,4.006479643024299375e-01,3.201971760911371256e-01,2.714545980811654546e-01,2.633278319845083759e-02,5.176736093242740866e-01,4.647746247752865267e-01,3.498918007435628530e-01,1.045725664000784483e-01,3.962862445064699313e-01,7.436361149641745882e-03,5.342165856397566026e-01,3.465881887780302706e-01,6.540639975963022934e-01,8.356964667364484844e-01,4.257996733817960289e-01,3.909011014044730392e-02,1.052667409121770814e-01,5.392887430121902359e-02,4.775001648167498391e-02,8.010109482916288881e-02,9.226659178058094213e-03,1.063043990250182036e-01,1.300513422647305017e-01,2.062750151978563207e-01,4.311848790015180427e-02,1.318793485000049892e-02,2.342691701836190354e-01,3.642163612598321998e-01,2.921651291054959687e-01,1.013781712371736310e-02,2.626681592430605838e-01,7.726368219592488762e-02,2.129134709885617815e-01,4.934336575248741696e-01,7.463347428682962637e-01,8.420937661880048553e-02,5.142683482440810749e-01,2.461973587781559336e-01,1.096328708940084717e-01,1.796846614347459570e-01,3.501714534302539650e-01,1.587598856970324768e-01,2.756826132264981744e-01,1.240236352461771135e-01,1.805494807455243489e-02,9.174944223935677101e-02,2.812497017716137915e-01,5.099677495546381945e-01,3.528775471546105047e-01,4.974006848850421880e-01,4.362367158526139210e-01,1.472466169190229102e-01,5.634166231484649678e-01,4.900489285318365695e-01,6.939752849912805832e-01,4.308006456153677388e-01,3.210057709650796509e-01,7.605991429499348033e-01,6.052937070291632971e-01,5.379581845209777669e-01,1.670769905761017859e-01,1.398633429727577371e-01,1.947150621484880495e-01,1.636367006373846411e-01
2.521455477006556700e-01,2.339083256771796182e-01,0.000000000000000000e+00,3.781201793619679008e-01,1.225893207814919839e-01,4.724150806723383944e-01,4.897225471576885369e-02,3.350372673781900623e-01,7.457671284501182773e-01,1.229974233403190731e-01,7.308249965749255006e-01,2.651300614561730162e-03,3.165600406203738504e-01,1.353037314447197992e-01,5.040595266830498744e-01,1.588209766842905712e-01,2.402751489702951160e-01,1.216671795792344801e-01,7.186133031799762927e-01,3.937145099113674718e-01,4.161355020015797268e-02,3.878846959930714045e-01,5.816260886641287930e-01,2.321945364344044915e-01,4.582099778626628206e-01,4.006933978314927702e-01,6.112651064284970737e-01,2.215753108139559835e-01,3.151216914294829863e-02,3.518480971272705538e-02,1.784310106836470289e-02,1.716082000259773754e-01,2.725618635075374163e-01,1.698054505437334716e-01,1.139188809501474331e-01,8.660033380265623471e-02,5.242342218327750852e-02,8.792388137054488184e-02,8.238032282182117250e-03,2.263467362512906755e-02,1.691375983150725515e-01,1.589141378947142025e-01,7.433719454246232039e-02,3.478399753554851925e-02,1.410579442318594945e-01,1.711969454885768072e-01,3.719518666629181847e-01,9.401555973824073931e-01,3.979395893116997041e-01,9.839027476242062642e-02,2.879010456574310206e-01,6.437858220503434037e-02,3.748785858133811266e-01,6.922724417148069520e-01,1.134191864628212310e-01,8.036541884052731399e-01,1.261401244189316873e-02,9.869876766871921170e-02,8.703583289729532879e-02,2.304291330689428596e-01,2.359230864155320018e-01,6.967916912904346949e-02,3.244639194718168529e-01,6.453278133919504445e-01,3.322958264208017987e-01,1.404755000998106351e-01,4.214863602310718327e-01,6.372063198267376993e-01,2.211480377766206207e-01,2.883651431680210320e-01,3.775143935906188908e-01,4.705124619131366703e-01,3.848401681588074497e-01,1.013038809647785060e-01,1.266618312176478189e-01,1.742486792436097609e-01
5.200804987707097204e-01,4.627066714359779342e-01,3.781201793619679008e-01,0.000000000000000000e+00,2.422022388201243159e-01,3.263297628732852451e-01,5.186369674006484631e-01,3.022424555354692455e-01,4.470653783955144123e-01,3.987294668808112341e-01,2.021896488168051509e-01,3.150716902261435082e-01,5.208925776173973787e-01,5.482686519015987914e-01,4.037904398075987111e-01,1.899573798223211096e-01,6.624320544592601223e-01,1.652300454841656649e-02,5.081211725051703043e-01,2.184775355892862661e-02,2.939255410327001883e-01,2.755730895696226201e-02,4.026616585497465040e-01,6.808556036591885130e-01,4.638836829998950750e-01,5.906923184539036864e-01,5.735153944297319839e-01,2.545023241513759693e-01,9.465904602444806526e-02,3.721787931793327231e-01,3.500005672537796486e-01,2.355684288491851491e-02,1.597862213428043743e-01,1.116164278683000333e-01,2.681682143356541870e-01,3.005073771109972869e-02,3.381509084021416811e-02,2.177967100987065474e-01,4.568417987397983548e-01,4.019910048894139720e-01,2.514320149460010922e-01,1.213370040588504367e-01,3.688284786156883488e-01,1.919196588769148393e-01,1.756348306021929262e-02,4.121948036067216159e-01,6.294168577685061994e-01,3.776101745272133492e-01,4.266710072960299693e-01,1.694504198090917013e-01,2.619074581778052524e-02,5.768279927035490084e-01,4.345553829304644733e-01,4.352271126218539288e-01,5.784044625404269890e-01,2.374859384354383873e-01,1.824116642940851740e-01,3.071666284192771657e-01,3.899263847867299737e-01,5.651423329045722754e-01,4.302403593942977778e-01,5.100812164293822004e-01,4.496520327017869967e-01,2.111423619011619235e-01,6.268839335057210249e-01,4.489234471738576815e-01,6.558930634742387022e-01,4.301701812171981887e-01,5.106326063306032559e-01,6.117756997836960586e-01,6.571782837311743730e-01,6.374380040751539411e-01,2.513700703983219320e-01,1.215299727593663892e-01,3.838405027688868154e-02,2.747370863239153582e-01
8.816879511610715980e-02,3.303395420348453904e-01,1.225893207814919839e-01,2.422022388201243159e-01,0.000000000000000000e+00,9.587994453739107081e-02,1.943940948788248635e-01,1.975888191107820491e-01,2.066775441475791064e-01,7.454880000036306908e-02,1.048521165080549267e-01,1.854109327652772587e-02,9.358126259996601970e-02,3.824124732070862676e-01,1.445115294254453731e-02,1.731039937427446274e-01,1.874038673521777332e-02,4.150941584175635302e-02,1.207593009183498545e-01,2.332846064445850409e-01,1.795244517873550993e-03,1.766546549881442274e-01,1.877353886329646560e-01,2.566119221361323199e-01,1.539930826992665924e-01,1.164044788266036523e-01,1.056319682813602889e-01,2.716622796226160763e-01,2.734504771586004912e-01,1.804319647220640199e-01,9.594861946633997940e-02,1.420240405565898478e-01,1.267932459410161528e-01,1.903830347194542805e-01,2.635024821237851311e-01,1.758648133859718743e-01,6.414005933682642713e-02,2.579502834256200972e-01,4.299466674305105901e-02,2.747485138760540069e-02,1.079735316704634462e-01,6.060566778880922129e-02,3.269127766993469297e-01,2.347925087173506342e-01,2.704722379525709708e-01,5.535281427389555919e-02,9.452853384946705018e-02,2.117512170449451780e-01,1.212413377161598166e-01,6.273736600310919620e-02,4.470455373454695208e-02,4.644082056908804823e-04,1.898343898511951067e-01,9.645538125624225634e-02,7.449255471569438125e-03,2.579990704222626108e-01,1.249170903636970253e-02,4.036982235747182957e-02,3.912600399702000353e-01,3.856742508374035872e-01,3.999750388494111714e-02,8.705636779922133750e-02,6.355524543269823468e-02,4.131800087351317208e-02,3.491006248670250889e-01,3.642135700994156844e-01,2.610723207206451790e-01,1.842363045660338483e-01,9.351073447102450920e-02,1.622422714419158862e-01,2.804311526290871881e-01,2.076717430422130029e-01,3.514061945258026842e-01,1.060237865589449407e-02,3.313308553389017197e-01,7.852248843255169031e-02
3.855866016192603940e-01,6.932487421233434199e-01,4.724150806723383944e-01,3.263297628732852451e-01,9.587994453739107081e-02,0.000000000000000000e+00,1.137671674928422139e-01,5.845027818742193348e-01,4.446086329161251238e-01,1.201664950168421231e-01,2.204805447566620669e-01,2.172145470265479661e-02,4.051884846199925172e-01,8.411493126233736406e-02,2.869355115787096122e-01,1.717566970882662414e-01,2.885267965715100358e-01,2.432748375967467291e-01,4.111466266002632985e-01,1.541316892134206029e-01,2.667293004016477731e-01,1.524713259498901297e-01,6.452576920847730158e-01,2.361414161419795876e-01,5.899491033230921389e-01,6.851537641615151886e-01,6.031619004397729134e-01,7.136595260585051892e-02,2.251320278986619905e-01,2.204923111026421689e-03,8.784053993168790264e-02,1.059503196876244030e-01,1.018472472632105663e-01,2.370674130535976032e-01,1.837223027946734422e-01,2.433040231625120953e-01,7.774957856413116514e-03,2.580693732650954364e-02,1.203095897522283991e-01,2.252852295439307928e-01,2.252675558262543509e-01,1.578585790474045791e-01,2.811022241968701985e-01,3.022139745827382568e-02,2.142114775922461800e-01,2.843334731145197858e-01,5.383416374108686009e-01,4.213151135992541096e-01,4.949842717996898456e-01,1.642122257240233585e-01,4.449634505827934072e-01,6.570014840591678618e-02,4.388621302177868055e-01,4.220039172475371081e-01,1.129210393164252479e-02,5.060402765905517297e-01,3.495647045639729833e-02,1.095169501785581700e-01,2.578423656602155112e-01,2.682460870923604190e-01,2.468778985476606236e-01,2.563803206344439367e-01,4.161842624514829336e-01,3.579874266356484758e-01,2.888083979882579699e-01,2.770850226178969700e-01,3.935288655060124596e-01,5.356062887610363310e-01,2.571024333425540043e-01,4.750087881372892507e-01,3.821795091646673082e-01,4.611756676482791639e-01,9.880329815510045799e-02,5.038685471440458585e-02,2.596367730110225591e-01,1.484852084552536894e-02
3.985601554429214488e-01,2.450976703999480921e-01,4.897225471576885369e-02,5.186369674006484631e-01,1.943940948788248635e-01,1.137671674928422139e-01,0.000000000000000000e+00,1.913192467826535237e-01,3.451867360229828319e-01,6.084599543018061052e-01,8.969270850298310949e-02,5.814807358200437815e-01,5.865163313180099536e-01,4.100016104980508391e-01,1.518292024695726827e-01,2.385478788524095783e-01,7.642392596547085137e-01,4.099908668752177965e-02,3.320584640584192115e-01,3.699809241689843153e-01,2.545153911558202253e-01,3.867457458139110238e-01,1.088593051408396351e-01,5.258165100259917235e-01,3.917535171449350040e-01,5.253755127429496907e-01,2.335572601186209352e-01,4.900617287389191779e-01,5.673036058056601938e-02,5.348228444608491561e-01,5.997893453717434431e-01,1.228820657624886681e-01,3.498436401472190815e-01,6.826608506598702553e-02,1.259625519120931569e-01,2.696362531968515275e-01,3.770475131330323082e-01,5.675369372590981509e-01,4.028631517469964951e-01,2.444382391428900347e-01,1.096468687641708739e-01,3.007606448292392542e-01,2.855355885822151718e-01,9.461929044006296696e-02,1.060329716603090611e-01,3.039715201887182583e-01,3.345351853806066700e-01,3.285866667549555697e-02,3.244500121924154268e-01,3.303829533398258134e-01,3.306595391723602395e-01,6.600474972836012366e-01,2.804640917377095866e-01,3.323098976689021211e-01,6.875133550136454108e-01,1.623098568043194745e-01,4.184607008448508747e-01,1.056735489657802118e-01,1.470723010658414043e-01,4.143600997521041940e-01,2.193776042546859706e-01,6.085123443520469300e-01,3.130294460982426807e-01,6.171863601096949647e-02,3.725861185229191741e-01,4.493657740778685961e-01,4.909228445400035667e-01,2.048453201745582819e-01,2.534811904383011960e-01,5.030559255428327381e-01,5.285154123346152977e-01,4.485248370932894968e-01,6.326460425238987495e-02,1.060607116048204318e-01,2.643239416526809923e-03,3.153054663665333379e-02
4.683034029411138333e-01,3.821848035177676239e-01,3.350372673781900623e-01,3.022424555354692455e-01,1.975888191107820491e-01,5.845027818742193348e-01,1.913192467826535237e-01,0.000000000000000000e+00,3.035302492817002484e-01,9.769377576353974191e-02,4.593947614993326711e-02,4.054513979836827930e-01,3.534930425741509841e-01,1.895582993416174700e-01,1.320043620158167785e-02,4.332934020488793392e-01,2.409602205757477578e-01,3.062962900975921277e-02,4.219547001164390410e-01,2.219878527402875390e-01,1.877917972051660334e-01,2.534525383893450057e-01,7.219366725011270303e-01,5.529752893669042102e-01,2.124509572637616750e-01,5.754140052760745583e-01,2.584894385235518843e-01,2.075102994076087615e-01,1.616319755825027793e-01,2.474006760052717691e-01,6.347194261663793857e-02,5.462619469778094011e-02,2.277494960594065310e-01,2.244426132687038500e-01,3.408693296374707415e-01,5.579543851522533737e-02,6.050472346683821723e-02,7.361198038020472234e-02,3.040453913488402327e-01,3.993331261523287989e-01,1.681466502135860741e-01,1.073485061325772788e-01,2.390206499718482702e-01,1.873608058039024360e-01,1.305884831998269657e-01,4.717922952186057173e-01,4.325799982646447717e-01,2.570651617821553825e-01,4.763822879453684100e-01,4.612573954943981203e-02,1.675250180604274663e-01,2.709876072006460745e-01,7.273501301042739620e-01,3.473134198326839339e-01,2.150624607903202090e-01,2.111306073073734579e-01,3.408269596533145540e-01,1.975684120674880973e-01,3.776611494839106076e-01,2.707917837741378175e-01,1.079659774077387779e-01,4.416948018754508487e-01,4.202092691854725226e-01,9.532071814574891166e-02,2.775900256536313337e-01,3.587612764170581281e-01,3.634820764418954520e-01,5.738427909391132786e-01,5.067544948389701709e-01,4.321745362755657349e-01,5.406029166903689731e-01,3.048817357713514142e-01,4.009597419999805235e-02,2.038987876900310026e-01,2.551251793175039473e-01,1.343987092867693356e-02
4.103876190027221371e-01,1.833935954053432515e-01,7.457671284501182773e-01,4.470653783955144123e-01,2.066775441475791064e-01,4.446086329161251238e-01,3.451867360229828319e-01,3.035302492817002484e-01,0.000000000000000000e+00,5.333265917851820470e-02,6.021579257339358948e-01,1.618849967769631359e-01,4.918662205701882506e-01,2.194025730860360013e-01,5.133352142184436362e-01,3.243983721342992288e-01,4.522553613280324569e-01,3.138877239295162491e-02,7.252681721239279122e-01,3.027213421995492149e-01,1.824089630174061116e-02,1.906728457794027998e-01,4.124504779786664077e-01,3.415817255088490212e-01,4.126963044765423749e-01,4.572493518002677115e-01,6.901772997937493104e-01,5.023601977013304465e-01,8.733800654218182302e-02,3.000105884089345198e-01,1.995727300965693951e-01,2.949044969863539589e-01,3.764654940167300179e-01,1.260849063660058333e-01,2.540860098767117603e-01,8.423640699858944703e-02,2.283063007129321753e-01,2.084061643760085902e-01,5.120125429874394785e-02,9.790329043358625416e-02,2.769603081784688392e-01,1.268540083677913710e-01,2.641503465125854544e-01,2.677476172465954873e-02,4.709263166688062996e-02,2.696053534961455056e-01,3.096634253538821935e-01,8.253229667215697951e-01,3.322244432449675822e-01,2.750326849035715782e-01,1.367743010209450660e-01,4.030240253569952746e-01,3.784067040101515844e-01,8.585229538271451633e-01,2.385415761013364999e-01,7.800062905072763231e-01,2.680457823989521593e-01,1.880498256462576345e-01,1.671954055753372137e-01,3.528265637686361922e-01,4.021568312349562690e-01,3.054101720130340536e-01,4.561963465747379542e-01,5.014825111273237823e-01,4.123721091684163231e-01,1.982126930627547967e-01,5.288154156017970120e-01,5.117793757878024152e-01,2.334709721897590129e-01,3.263036301773466485e-01,4.145814009279421564e-01,4.907648195321566709e-01,4.857867742914181441e-01,1.827485337449916147e-01,7.877869291539581209e-02,1.343749322000822588e-01
1.356840278618012541e-01,1.412381594201822521e-01,1.229974233403190731e-01,3.987294668808112341e-01,7.454880000036306908e-02,1.201664950168421231e-01,6.084599543018061052e-01,9.769377576353974191e-02,5.333265917851820470e-02,0.000000000000000000e+00,9.682243582320540498e-02,7.069685940372028021e-01,1.362963041857805646e-01,3.770832202639015640e-01,4.291764266169395547e-04,4.049466508537350462e-01,4.520937748389666222e-01,3.039711257958058743e-01,1.997731490103317187e-01,4.733622724948817195e-01,1.423488190131954323e-01,4.406653142307439541e-01,1.144643146090639774e-01,4.655412998826200521e-01,6.738944453763817677e-02,2.313017920321597531e-01,7.163072894473326846e-02,5.455290132540926429e-01,4.185604907590074752e-01,5.171284489911691651e-01,5.590095027213182188e-01,4.178684636648001272e-01,3.757512392853168404e-01,1.262144525506926629e-01,4.334765203148026602e-01,3.665844558719268398e-01,2.695843713258629371e-01,3.624702339876487156e-01,4.459564371683957112e-02,1.378966489942859974e-01,2.349887122547025808e-01,4.629970833494334581e-02,3.817261576254312727e-01,1.428033197945058619e-01,2.495256284280056580e-01,7.535898258999365606e-02,2.234683737389567271e-02,1.850029504461045138e-01,4.316378252020156570e-01,2.149126433011304960e-01,5.937499016677899588e-01,4.048769577039810219e-01,2.156052554428790624e-01,8.080896438926121750e-03,7.103769260242328576e-01,7.119916513610960451e-02,5.903282699855645355e-01,1.382203445811245601e-01,2.972577306477393044e-01,4.848864635521383248e-01,1.684366618941842697e-01,3.966874007730289420e-01,1.048737584797420352e-01,2.706398697306413581e-01,4.587776468310872380e-01,5.023577914709467240e-01,4.357616347122611478e-01,4.975776547376253856e-02,3.124682211583101887e-02,3.366749039387250120e-01,4.085306836825181032e-01,3.892264638224046114e-01,2.204494431642356200e-01,2.144398754134896334e-01,1.231480064934427493e-01,1.773471225875922763e-01
